text,words,tokens,group,complexity,source,length_matched,specialty
"rectal rectal ampulla cecum cecum appendiceal orifice cecum colon hepatic flexure transverse colon splenic flexure descending colon rectum rectum 1 normal colonoscopy.,2",22,28,mt_samples_moderate,moderate,real_mt,False, Surgery
"prostate cancer intravenous mci technetium 99m mdp anterior posterior right parietal skull kidney bladder urinary right parietal skull skull brain indicated.,2 urinary",22,28,mt_samples_moderate,moderate,real_mt,False, Urology
coccygeal patient anal sacral/coccygeal joint coccyx 25-gauge needle skin sacral/coccygeal joint needle rectal cavity rectum cortisone 2 marcaine needle hematoma patient patient,22,28,mt_samples_moderate,moderate,real_mt,False, Pain Management
patient abdomen skin patient abdomen gallbladder lateral fundus gallbladder liver cystic duct cystic-common duct cystic artery gallbladder liver bed gallbladder skin patient,22,28,mt_samples_moderate,moderate,real_mt,False, Surgery
"intrauterine posterior placenta amniotic fluid amniotic fluid 03/28/08 fetal fetal weight fetal heart cord doppler fetal fetal amniotic fluid intrauterine 03/28/08.,2",21,27,mt_samples_moderate,moderate,real_mt,False, Obstetrics / Gynecology
procainamide patient intravenous fentanyl outflow tract node node nodal ventricular nodal isoproterenol infusion svt ventricular procainamide procainamide node atrioventricular ventricular patient,21,27,mt_samples_moderate,moderate,real_mt,False, Radiology
calcaneus calcaneus skin subcutaneous tissue fascia bone blood skin purulence patient wound wound lavage wound wound gentamicin tobramycin wound skin edge,21,27,mt_samples_moderate,moderate,real_mt,False, Surgery
specimens marcaine patient patient intraarticular joint joint patient patient reincised intraarticular wound subcutaneous fat skin wound marcaine patient leg wound patient patient vicodin,23,29,mt_samples_moderate,moderate,real_mt,False, Surgery
"tums claritin vitamin c. blood extremities eschar erythematous streak 1 duricef 1 g area.,3 me.,4 eyelid hydrocortisone 1 cream applied sparingly",21,27,mt_samples_moderate,moderate,real_mt,False, SOAP / Chart / Progress Notes
vaginal 36-year-old gravida 3 para 3 patient pelvic uterine patient vaginal patient 09/04/2007 vaginal uterus patient 09/05/2007 hemoglobin patient 09/06/2007 patient,21,27,mt_samples_moderate,moderate,real_mt,False, Obstetrics / Gynecology
patient patient gentleman punched wall 3 joint hand patient tenderness ulnar metacarpal joint joint metacarpal 09/15/07 cmc metacarpal carpometacarpal patient short-arm,21,27,mt_samples_moderate,moderate,real_mt,False, Orthopedic
cystic suprasellar endocrine cystic suprasellar cystic suprasellar patient smooth endotracheal anesthesia patient dura dura cruciate pituitary cystic tumor pituitary csf tumor dr blood,23,29,mt_samples_moderate,moderate,real_mt,False, Surgery
"intrauterine posterior placenta amniotic fluid amniotic fluid 03/28/08 fetal fetal weight fetal heart cord doppler fetal fetal amniotic fluid intrauterine 03/28/08.,2",21,27,mt_samples_moderate,moderate,real_mt,False, Radiology
"saline-filled patient breast anterior axillary xylocaine 1:200,000 epinephrine edge pectoralis fascia blunt saline 350-cc saline-filled saline saline patient breast breast patient wound patient",23,29,mt_samples_moderate,moderate,real_mt,False, Surgery
renal renal peritoneal renal skin subcutaneous tissue fascia posterior fascia peritoneum posterior fascia peritoneum omentum omentum pelvis peritoneum posterior anterior fascia skin lady,23,29,mt_samples_moderate,moderate,real_mt,False, Surgery
"ear auricular hematoma xylocaine 1 1:100,000 epinephrine totaling serosanguineous patient 05/28/2008 auricular hematoma concha bullosa dr wound patient patient ear auricular serosanguineous ear",23,29,mt_samples_moderate,moderate,real_mt,False, Surgery
capsule eye capsule eye posterior capsulotomy eye tetracaine patient capsule eye patient capsule patient patient patient circular posterior patient alphagan patient,21,27,mt_samples_moderate,moderate,real_mt,False, Surgery
patient urine foreskin urine foreskin foreskin patient patient patient patient penile adhesion extra foreskin marked 1 x extra foreskin gamco patient,21,27,mt_samples_moderate,moderate,real_mt,False, Urology
"patient 61-year-old gastritis hytrin lotensin zantac tobacco ethanol chest pharynx lung abdomen abdomen bowel extremities edema tobacco syndrome.,2 loss.,3 tsh.,4 sleepy.,5",21,27,mt_samples_moderate,moderate,real_mt,False, Cardiovascular / Pulmonary
procainamide patient intravenous fentanyl outflow tract node node nodal ventricular nodal isoproterenol infusion svt ventricular procainamide procainamide node atrioventricular ventricular patient,21,27,mt_samples_moderate,moderate,real_mt,False, Cardiovascular / Pulmonary
"patient atropine intravenously heart heart heart blood myocardial myocardial tc-99m myoview myocardial tc-99m myoview lung heart myocardial myocardial myocardial ischemia.,2 wall",21,27,mt_samples_moderate,moderate,real_mt,False, Radiology
"renal disease hemodialysis.,2 vertebral fracture.,3 diskitis.,4 thrombocytopenia.,5 heart malnourishment.,8 patient patient patient patient sundowner-type patient patient blood heart ppd sms patient",21,27,mt_samples_moderate,moderate,real_mt,False, Discharge Summary
t-mobile vioxx 25 hctz tablet daily zoloft 100 naprosyn triglyceride blood 60-year-old throat cervical lungs heart abdomen extremities extremity patient 30/30 zoloft 100,23,29,mt_samples_moderate,moderate,real_mt,False, Consult - History and Phy.
neuron patient extremities edb edb f-wave f-wave right nasalis right trapezius muscle concentric needle muscle muscle neuron patient needle neuron patient,21,27,mt_samples_moderate,moderate,real_mt,False, Physical Medicine - Rehab
"mm/dd/yyyy mm/dd/yyyy hypertension.,4 vp-16 biopsy cell biopsy mm/dd/yyyy cell mm/dd/yyyy soft tissue patient mm/dd/yyyy mm/dd/yyyy mm/dd/yyyy ethmoid sinus vp-16 ifosfamide mesna blood urine",23,29,mt_samples_moderate,moderate,real_mt,False, Discharge Summary
antral biopsy pylorus biopsy demerol 8 patient mouth esophagus esophagus esophagus stomach pylorus duodenum antrum biopsy pylorus stomach esophagus patient hida,21,27,mt_samples_moderate,moderate,real_mt,False, Surgery
interphalangeal joint blood patient joint patient palm palm skin neurovascular bundle normal-appearing tissue neurovascular bundle joint wound neurovascular bundle neurovascular patient,21,27,mt_samples_moderate,moderate,real_mt,False, Surgery
rectal patient bowel celiac sprue gluten-free rectal tissue gluten-free ear tubes kidney stone tobacco ethanol joint celiac brother gluten-free blood lungs,21,27,mt_samples_moderate,moderate,real_mt,False, Consult - History and Phy.
"patient diet-controlled muscle foot amitriptyline leg leg patient tendon muscle paraspinals peripheral neuropathy.,2 patient elavil i glucose blood sugar esr rpr tsh serum",23,29,mt_samples_moderate,moderate,real_mt,False, Neurology
patient patient blood sugar blood cholesterol insulin glucotrol lipitor heart blood sugar bruits lungs abdomen extremities edema rectal patient serosanguineous wound erythema wound,23,29,mt_samples_moderate,moderate,real_mt,False, Dermatology
patient mallory-weiss tear submucosal hemorrhage oropharynx gastroscope esophagus esophagus patient mallory-weiss tear stomach submucosal stomach duodenum patient mallory-weiss tear patient patient,21,27,mt_samples_moderate,moderate,real_mt,False, Gastroenterology
"mm/dd/yyyy mm/dd/yyyy hypertension.,4 vp-16 biopsy cell biopsy mm/dd/yyyy cell mm/dd/yyyy soft tissue patient mm/dd/yyyy mm/dd/yyyy mm/dd/yyyy ethmoid sinus vp-16 ifosfamide mesna blood urine",23,29,mt_samples_moderate,moderate,real_mt,False, General Medicine
bowel rectal rectum colon cecum ileocecal valve mucosa lavage mucosa rectum sigmoid biopsies rectal wall anal sphincter patient colonic mucosa cecum,21,27,mt_samples_moderate,moderate,real_mt,False, Gastroenterology
extensor tendon laceration extensor tendon laceration extensor tendon blood patient extensor tendon patient extensor tendon tendon joint joint figure-of-eight suture wound patient pcu,23,29,mt_samples_moderate,moderate,real_mt,False, Surgery
"throat sputum keflex keflex erythema canal tympanic conjunctivae nasal mucosa oropharynx mucous membrane neck soft lungs heart abdomen bronchitis/uri fluids.,3 abc",21,27,mt_samples_moderate,moderate,real_mt,False, General Medicine
"patient 61-year-old gastritis hytrin lotensin zantac tobacco ethanol chest pharynx lung abdomen abdomen bowel extremities edema tobacco syndrome.,2 loss.,3 tsh.,4 sleepy.,5",21,27,mt_samples_moderate,moderate,real_mt,False, Consult - History and Phy.
patient intracranial pathology hydrochlorothiazide 25-mg blood chest pnd heart blood head neck heart abdomen extremities edema patient doctor4 heart chest doctor4,21,27,mt_samples_moderate,moderate,real_mt,False, Cardiovascular / Pulmonary
patient gentleman eye aneurysm patient patient carotid artery brain orbit patient reactive light his eye extraocular patient patient alcohol colon cancer,21,27,mt_samples_moderate,moderate,real_mt,False, Consult - History and Phy.
tonsil adenoid tonsil adenoid tonsil 3+ patient gag palate adenoid adenoid small tonsil tonsil tonsil tonsil tonsillar fossa marcaine adrenaline patient,21,27,mt_samples_moderate,moderate,real_mt,False, ENT - Otolaryngology
cystic suprasellar endocrine cystic suprasellar cystic suprasellar patient smooth endotracheal anesthesia patient dura dura cruciate pituitary cystic tumor pituitary csf tumor dr blood,23,29,mt_samples_moderate,moderate,real_mt,False, Neurosurgery
calcaneus calcaneus skin subcutaneous tissue fascia bone blood skin purulence patient wound wound lavage wound wound gentamicin tobramycin wound skin edge,21,27,mt_samples_moderate,moderate,real_mt,False, Orthopedic
hiatal hernia hiatal hernia hiatal hernia patient gastric hiatal hernia chest children tube n.p.o urine n.p.o tube tube p.o p.o p.o urine patient,23,29,mt_samples_moderate,moderate,real_mt,False, Gastroenterology
"46-year-old ’ lamisil tsh tsh eyedrop cornea blood thyromegaly nodule cardiac regular skin yellowed ’ syndrome.,2 onychomycosis.,3 tsh p.o liver tsh",21,27,mt_samples_moderate,moderate,real_mt,False, General Medicine
patient patient patient patient patient alcohol 3 patient patient patient leg extremities pelvis frog-leg lateral right joint patient labrum right mris,21,27,mt_samples_moderate,moderate,real_mt,False, Consult - History and Phy.
"cardiac femara verapamil dyazide hyzaar glyburide metformin patient heart heart blood 210/100 nuclear anterior wall 0.,2 myocardial cad troponin.,2 .,3 cardiovascular deconditioning.,4 blood",23,29,mt_samples_moderate,moderate,real_mt,False, Radiology
"airway parapharyngeal cellulitis peritonsillar cellulitis 05/24/2008 muller tonsil edema patient phenomenon.,3 hypercholesterolemia.,4 anxiety.,5 coronary artery disease.,6 augmentin prednisone patient patient dr",21,27,mt_samples_moderate,moderate,real_mt,False, ENT - Otolaryngology
"cervical c5-c6 c4-c5 c6-c7 .,2 neck 723.1/723.4 .,3 cervical c5-c6 c4-c5 c6-c7 .,2 neck 723.1/723.4 .,3 c5-c6 c5-c6 22554 bengal c5-c6 c5-c6 22845",23,29,mt_samples_moderate,moderate,real_mt,False, Neurosurgery
neuron patient extremities edb edb f-wave f-wave right nasalis right trapezius muscle concentric needle muscle muscle neuron patient needle neuron patient,21,27,mt_samples_moderate,moderate,real_mt,False, Radiology
"thoracic spine thoracic spine lateral anterior t11 12 vertebral body anterior osteophytic thoracic spine intervertebral disc anterior t11 12 vertebral bodies.,2 thoracic spine.,3",23,29,mt_samples_moderate,moderate,real_mt,False, Radiology
tonsil adenoid tonsil adenoid tonsil 3+ patient gag palate adenoid adenoid small tonsil tonsil tonsil tonsil tonsillar fossa marcaine adrenaline patient,21,27,mt_samples_moderate,moderate,real_mt,False, Surgery
"ear auricular hematoma xylocaine 1 1:100,000 epinephrine totaling serosanguineous patient 05/28/2008 auricular hematoma concha bullosa dr wound patient patient ear auricular serosanguineous ear",23,29,mt_samples_moderate,moderate,real_mt,False, ENT - Otolaryngology
breast breast patient patient left nipple skin skin pyramidal pectoral fascia skin subcutaneous tissue fascia tissue layer subcuticular suture blood patient,21,27,mt_samples_moderate,moderate,real_mt,False, Hematology - Oncology
alcohol patient spouse colestid 1 g daily actos 30 amaryl 2 soma meloxicam caffeine sudafed phenylpropanolamine extraocular muscle abdomen extremities edema 51-year-old gastric,23,29,mt_samples_moderate,moderate,real_mt,False, Bariatrics
patient eye nervous ocular neurovascular macular macula right intraocular eye cornea nuclear eye choroidal subretinal heme blood eyes neurovascular macular eye patient macula,23,29,mt_samples_moderate,moderate,real_mt,False, SOAP / Chart / Progress Notes
patient patient patient patient patient patient patient patient patient patient patient patient eps patient patient patient patient patient patient patient cogentin,21,27,mt_samples_moderate,moderate,real_mt,False, Psychiatry / Psychology
milk cheese yogurt he teeth bowel humor eye throat stomachache nares oropharynx lungs heart abdomen bowel hepatosplenomegaly tanner extremities extremities skin,21,27,mt_samples_moderate,moderate,real_mt,False, Pediatrics - Neonatal
abc liver venous pulmonary liver cystic duct duct gastric venous pulmonary esophagus stomach small intestine large intestine spleen liver gastric fairfield,21,27,mt_samples_moderate,moderate,real_mt,False, Bariatrics
patient patient patient patient patient alcohol 3 patient patient patient leg extremities pelvis frog-leg lateral right joint patient labrum right mris,21,27,mt_samples_moderate,moderate,real_mt,False, Orthopedic
patient eye nervous ocular neurovascular macular macula right intraocular eye cornea nuclear eye choroidal subretinal heme blood eyes neurovascular macular eye patient macula,23,29,mt_samples_moderate,moderate,real_mt,False, Ophthalmology
"airway parapharyngeal cellulitis peritonsillar cellulitis 05/24/2008 muller tonsil edema patient phenomenon.,3 hypercholesterolemia.,4 anxiety.,5 coronary artery disease.,6 augmentin prednisone patient patient dr",21,27,mt_samples_moderate,moderate,real_mt,False, SOAP / Chart / Progress Notes
patient marcaine blood patient 8-month-old patient patient patient patient wound wound marcaine wound patient patient wound patient wound patient patient tylenol codeine p.o,23,29,mt_samples_moderate,moderate,real_mt,False, Surgery
wound patient wound leg patient patient edema edema liver abdomen leg liver patient vancomycin wound patient patient patient doxycycline p.o b.i.d x10 wound,23,29,mt_samples_moderate,moderate,real_mt,False, Discharge Summary
"patient atropine intravenously heart heart heart blood myocardial myocardial tc-99m myoview myocardial tc-99m myoview lung heart myocardial myocardial myocardial ischemia.,2 wall",21,27,mt_samples_moderate,moderate,real_mt,False, Cardiovascular / Pulmonary
"hand sertraline fluoxetine depression 6 fluoxetine fhx children ros forehead wrinkling muscle hand tongue elavil qhs eye labile.,6/5/96 cag brain 8/23/96 caudate nucleus",23,29,mt_samples_moderate,moderate,real_mt,False, Neurology
renal renal peritoneal renal skin subcutaneous tissue fascia posterior fascia peritoneum posterior fascia peritoneum omentum omentum pelvis peritoneum posterior anterior fascia skin lady,23,29,mt_samples_moderate,moderate,real_mt,False, Nephrology
12-french pigtail catheter left pleural patient posterior left xylocaine 1 injected 12-french pigtail catheter medial scapular line eighth intercostal patient chest,21,27,mt_samples_moderate,moderate,real_mt,False, Cardiovascular / Pulmonary
"claritin zyrtec allegra ortho tri-cyclen allegra blood throat exudate nasal mucosa erythematous swollen lungs zyrtec instead allegra loratadine cheaper.,2 samples nasonex",21,27,mt_samples_moderate,moderate,real_mt,False, SOAP / Chart / Progress Notes
patient patient patient patient patient martin luther patient patient patient patient tox benzodiazepines eps patient suicidal/homicidal patient patient patient patient patient,21,27,mt_samples_moderate,moderate,real_mt,False, Consult - History and Phy.
"46-year-old ’ lamisil tsh tsh eyedrop cornea blood thyromegaly nodule cardiac regular skin yellowed ’ syndrome.,2 onychomycosis.,3 tsh p.o liver tsh",21,27,mt_samples_moderate,moderate,real_mt,False, SOAP / Chart / Progress Notes
patient urine foreskin urine foreskin foreskin patient patient patient patient penile adhesion extra foreskin marked 1 x extra foreskin gamco patient,21,27,mt_samples_moderate,moderate,real_mt,False, Surgery
"chest wall toprol xl.,3 alprazolam,4 hydrochlorothiazide.,5 dyazide.,6 centrum carboplatin taxol electron lymphadenopathy cervical lymphadenopathy supraclavicular lymphadenopathy chest wall chest wall abdomen bowel hepatomegaly",23,29,mt_samples_moderate,moderate,real_mt,False, Hematology - Oncology
64614 95873 cerebral cerebral patient patient patient skin obturator nerve phenol phenol blood phenol muscles botulinum toxin gastrocnemius soleus muscle botulinum toxin patient,23,29,mt_samples_moderate,moderate,real_mt,False, Neurology
boy edema neutrophil crp patient aspirin ivig spike fever today mucous membrane p.o cardiac aspirin q.6h 1 aspirin q.d aspirin p.o,21,27,mt_samples_moderate,moderate,real_mt,False, Discharge Summary
esophageal esophagitis patient oral lidocaine fentanyl gif-160 patient esophagus esophagitis esophagus stomach duodenum patient patient good-size esophageal patient esophageal esophagitis patient,21,27,mt_samples_moderate,moderate,real_mt,False, Surgery
"renal disease hemodialysis.,2 vertebral fracture.,3 diskitis.,4 thrombocytopenia.,5 heart malnourishment.,8 patient patient patient patient sundowner-type patient patient blood heart ppd sms patient",21,27,mt_samples_moderate,moderate,real_mt,False, Nephrology
