text,words,tokens,group,complexity,source,length_matched,original_text,original_words
chemoradiotherapy patients patient cancer tumor cell patient patient No palpitations. No confusion. No seizures. No neck stiffness. No focal deficits. No weight loss. No weakness. No nausea. No dyspnea. No photophobia. Temperature normal. Oxygen saturation 98%. Blood pressure 120/80. Temperature 98.6F. Blood pressure normal. Cranial nerves intact. Cardiovascular exam normal. Respiratory exam normal. Skin exam normal. Motor strength 5/5 throughout.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,chemoradiotherapy patients patient cancer tumor cell patient patient,8
recipient kidney kidney kidney/liver No focal deficits. No seizures. No palpitations. No neck stiffness. No photophobia. No chest pain. No recent illness. No weight loss. No dyspnea. No nausea. Heart rate 72. Oxygen saturation 98%. Blood pressure 120/80. Temperature normal. Temperature 98.6F. Vital signs stable. Abdominal exam normal. Respiratory exam normal. Motor strength 5/5 throughout. HEENT normal. Cardiovascular exam normal.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,recipient kidney kidney kidney/liver,4
patient patient sweat pin erythema bacitracin patient tibial nerve patient No syncope. No neck stiffness. No seizures. No focal deficits. No vomiting. No chills. No fever. No weakness. No night sweats. No confusion. Blood pressure 120/80. Heart rate normal. Blood pressure normal. Respiratory rate 16. Heart rate 72. Skin exam normal. Neurological exam normal. Gait normal. Reflexes 2+ symmetric.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient patient sweat pin erythema bacitracin patient tibial nerve patient,10
skin saline circular patient blood intravenous fluid 100 tissue patient No weight loss. No chills. No fever. No syncope. No night sweats. No confusion. No palpitations. No photophobia. No recent illness. No dyspnea. Respiratory rate 16. Heart rate 72. Blood pressure normal. Oxygen saturation 98%. Temperature 98.6F. HEENT normal. Gait normal. Sensory exam intact. Reflexes 2+ symmetric.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,skin saline circular patient blood intravenous fluid 100 tissue patient,10
patient patient auditory patient patient patient patient patient No palpitations. No confusion. No weakness. No bleeding. No focal deficits. No dyspnea. No trauma. No chills. No neck stiffness. No night sweats. Oxygen saturation 98%. Temperature normal. Heart rate normal. Heart rate 72. Temperature 98.6F. Gait normal. Abdominal exam normal. HEENT normal. Sensory exam intact. No focal deficits noted.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient patient auditory patient patient patient patient patient,8
 No focal deficits. No vomiting. No weakness. No palpitations. No fever. No photophobia. No recent illness. No vision changes. No nausea. No chest pain. Respiratory rate 16. Heart rate 72. Blood pressure normal. Temperature 98.6F. Heart rate normal. No focal deficits noted. HEENT normal. Reflexes 2+ symmetric. Skin exam normal. Cranial nerves intact. Cardiovascular exam normal. Abdominal exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
fluorescein macular edema No palpitations. No dyspnea. No syncope. No nausea. No focal deficits. No bleeding. No night sweats. No chest pain. No weakness. No confusion. Temperature normal. Respiratory rate 16. Temperature 98.6F. Oxygen saturation 98%. Blood pressure 120/80. HEENT normal. No focal deficits noted. Gait normal. Neurological exam normal. Cranial nerves intact. Extremities exam normal.,56,72,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,fluorescein macular edema,3
beta muscle muscle right frontal head awake/alert/drowsy right frontal No nausea. No photophobia. No dyspnea. No bleeding. No palpitations. No seizures. No vomiting. No weight loss. No weakness. No confusion. Oxygen saturation 98%. Temperature 98.6F. Temperature normal. Blood pressure normal. Heart rate 72. Sensory exam intact. HEENT normal. Cranial nerves intact. Extremities exam normal. Reflexes 2+ symmetric.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,beta muscle muscle right frontal head awake/alert/drowsy right frontal,9
carpal superficial aponeurosis antebrachial fascia wound marcaine epinephrine wound patient No fever. No recent illness. No vomiting. No syncope. No trauma. No neck stiffness. No palpitations. No nausea. No weight loss. No chest pain. Blood pressure 120/80. Respiratory rate 16. Heart rate 72. Blood pressure normal. Cardiovascular exam normal. HEENT normal. Abdominal exam normal. Neurological exam normal. Reflexes 2+ symmetric.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,carpal superficial aponeurosis antebrachial fascia wound marcaine epinephrine wound patient,10
abc abc mm/dd/yyyy mandibular left tooth root-canaled tooth abc No chest pain. No night sweats. No nausea. No recent illness. No confusion. No trauma. No bleeding. No vision changes. No weakness. No vomiting. Heart rate normal. Blood pressure normal. Blood pressure 120/80. Temperature normal. Oxygen saturation 98%. Respiratory exam normal. Cranial nerves intact. Neurological exam normal. Cardiovascular exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,abc abc mm/dd/yyyy mandibular left tooth root-canaled tooth abc,9
patient tumor patient patient No neck stiffness. No weight loss. No focal deficits. No syncope. No trauma. No seizures. No chest pain. No confusion. No fever. No bleeding. Temperature 98.6F. Respiratory rate 16. Blood pressure 120/80. Heart rate 72. Heart rate normal. Neurological exam normal. Gait normal. No focal deficits noted. Lungs clear bilaterally. HEENT normal. Extremities exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient tumor patient patient,4
airway oxygen right ventricular pulmonary patient tonsillar No chest pain. No chills. No weakness. No dyspnea. No photophobia. No vision changes. No syncope. No nausea. No fever. No night sweats. Blood pressure 120/80. Oxygen saturation 98%. Blood pressure normal. Heart rate 72. Respiratory rate 16. Extremities exam normal. Gait normal. Respiratory exam normal. Reflexes 2+ symmetric. Cardiovascular exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,airway oxygen right ventricular pulmonary patient tonsillar,7
 No palpitations. No syncope. No bleeding. No nausea. No vomiting. No focal deficits. No dyspnea. No fever. No chills. No photophobia. Blood pressure normal. Respiratory rate 16. Temperature 98.6F. Heart rate 72. Oxygen saturation 98%. Abdominal exam normal. Reflexes 2+ symmetric. Neurological exam normal. Respiratory exam normal. Motor strength 5/5 throughout. Sensory exam intact. Lungs clear bilaterally.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
biliary colic No trauma. No chills. No bleeding. No focal deficits. No photophobia. No chest pain. No seizures. No weakness. No vision changes. No recent illness. Respiratory rate 16. Temperature normal. Heart rate normal. Blood pressure 120/80. Heart rate 72. Cranial nerves intact. Reflexes 2+ symmetric. Sensory exam intact. Neurological exam normal. Motor strength 5/5 throughout. Vital signs stable.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,biliary colic,2
bone paranasal sinus cell orbit extra-ocular muscle soft tissue No chest pain. No vision changes. No weakness. No dyspnea. No palpitations. No confusion. No night sweats. No neck stiffness. No nausea. No weight loss. Heart rate 72. Blood pressure 120/80. Oxygen saturation 98%. Heart rate normal. Abdominal exam normal. Respiratory exam normal. Vital signs stable. No focal deficits noted. Skin exam normal.,62,80,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,bone paranasal sinus cell orbit extra-ocular muscle soft tissue,9
patient endotracheal patient eye eye limbus muscle retinal periphery No focal deficits. No chills. No recent illness. No palpitations. No photophobia. No chest pain. No bleeding. No fever. No vision changes. No night sweats. Temperature 98.6F. Temperature normal. Blood pressure 120/80. Heart rate normal. Blood pressure normal. Motor strength 5/5 throughout. Respiratory exam normal. No focal deficits noted. Cardiovascular exam normal.,61,79,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient endotracheal patient eye eye limbus muscle retinal periphery,9
circumstraint penis scrotum povidone iodine lidocaine glans penis foreskin No photophobia. No vision changes. No dyspnea. No nausea. No chills. No chest pain. No bleeding. No syncope. No vomiting. No trauma. Respiratory rate 16. Blood pressure 120/80. Temperature normal. Heart rate normal. Blood pressure normal. Sensory exam intact. Lungs clear bilaterally. Vital signs stable. Abdominal exam normal. Reflexes 2+ symmetric.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,circumstraint penis scrotum povidone iodine lidocaine glans penis foreskin,9
loculated left No confusion. No vomiting. No trauma. No weakness. No photophobia. No nausea. No weight loss. No recent illness. No night sweats. No chest pain. Oxygen saturation 98%. Heart rate 72. Temperature 98.6F. Heart rate normal. Blood pressure normal. Gait normal. Neurological exam normal. No focal deficits noted. Vital signs stable. Extremities exam normal. Skin exam normal.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,loculated left,2
rhm 11/5/96 calf foot cbc tsh ft4 l-spine No night sweats. No focal deficits. No nausea. No recent illness. No photophobia. No weight loss. No syncope. No neck stiffness. No confusion. No trauma. Temperature normal. Heart rate normal. Oxygen saturation 98%. Heart rate 72. Temperature 98.6F. Cardiovascular exam normal. Abdominal exam normal. No focal deficits noted. Neurological exam normal. Sensory exam intact.,62,80,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,rhm 11/5/96 calf foot cbc tsh ft4 l-spine,8
ultrasound-guided patient peritoneal serous fluid patient ultrasound-guided No vomiting. No weight loss. No focal deficits. No trauma. No fever. No palpitations. No syncope. No photophobia. No recent illness. No dyspnea. Temperature normal. Temperature 98.6F. Respiratory rate 16. Heart rate 72. Oxygen saturation 98%. Lungs clear bilaterally. HEENT normal. Vital signs stable. Motor strength 5/5 throughout. Reflexes 2+ symmetric.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,ultrasound-guided patient peritoneal serous fluid patient ultrasound-guided,7
 No palpitations. No weight loss. No vision changes. No neck stiffness. No recent illness. No syncope. No chest pain. No confusion. No weakness. No fever. Blood pressure normal. Blood pressure 120/80. Oxygen saturation 98%. Heart rate normal. Heart rate 72. Respiratory exam normal. No focal deficits noted. Motor strength 5/5 throughout. Vital signs stable. Skin exam normal. Neurological exam normal.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
 No syncope. No chills. No neck stiffness. No vision changes. No nausea. No night sweats. No weight loss. No trauma. No confusion. No vomiting. Oxygen saturation 98%. Temperature normal. Temperature 98.6F. Heart rate normal. Heart rate 72. Cranial nerves intact. Extremities exam normal. Sensory exam intact. Lungs clear bilaterally. Respiratory exam normal. Motor strength 5/5 throughout. Reflexes 2+ symmetric.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
intracranial midline intracranial extra-axial fluid cell brain No weakness. No trauma. No palpitations. No neck stiffness. No weight loss. No night sweats. No confusion. No vision changes. No chest pain. No focal deficits. Blood pressure normal. Blood pressure 120/80. Temperature normal. Respiratory rate 16. Temperature 98.6F. Neurological exam normal. Respiratory exam normal. Motor strength 5/5 throughout. HEENT normal. Skin exam normal.,61,79,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,intracranial midline intracranial extra-axial fluid cell brain,7
tube patient anterior-inferior radial membrane tube floxin mucopurulent patient No seizures. No fever. No weakness. No night sweats. No nausea. No trauma. No vomiting. No focal deficits. No bleeding. No confusion. Temperature normal. Blood pressure normal. Blood pressure 120/80. Oxygen saturation 98%. Heart rate normal. Motor strength 5/5 throughout. Cardiovascular exam normal. Reflexes 2+ symmetric. Skin exam normal. Neurological exam normal.,61,79,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,tube patient anterior-inferior radial membrane tube floxin mucopurulent patient,9
scalp patient 51-year-old anterior head eye muscle No neck stiffness. No recent illness. No fever. No palpitations. No weakness. No vomiting. No seizures. No focal deficits. No confusion. No bleeding. Blood pressure normal. Temperature 98.6F. Respiratory rate 16. Heart rate normal. Heart rate 72. Neurological exam normal. Respiratory exam normal. Cardiovascular exam normal. Sensory exam intact. Lungs clear bilaterally.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,scalp patient 51-year-old anterior head eye muscle,7
abdominal biopsy No weakness. No vomiting. No confusion. No syncope. No focal deficits. No photophobia. No bleeding. No fever. No night sweats. No seizures. Respiratory rate 16. Temperature normal. Temperature 98.6F. Heart rate normal. Blood pressure normal. HEENT normal. Neurological exam normal. Lungs clear bilaterally. Cardiovascular exam normal. Reflexes 2+ symmetric. Abdominal exam normal. Vital signs stable.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,abdominal biopsy,2
nasal mucosa airway bronchoalveolar lavage saline bronchus bronchoscopy No bleeding. No vision changes. No weakness. No nausea. No weight loss. No confusion. No recent illness. No night sweats. No trauma. No neck stiffness. Oxygen saturation 98%. Temperature 98.6F. Heart rate 72. Blood pressure 120/80. Respiratory rate 16. HEENT normal. Cranial nerves intact. Motor strength 5/5 throughout. Gait normal.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,nasal mucosa airway bronchoalveolar lavage saline bronchus bronchoscopy,8
ultrasound-guided patient peritoneal serous fluid patient ultrasound-guided No photophobia. No weight loss. No vomiting. No syncope. No recent illness. No dyspnea. No focal deficits. No nausea. No fever. No trauma. Blood pressure 120/80. Heart rate normal. Heart rate 72. Blood pressure normal. Oxygen saturation 98%. HEENT normal. Skin exam normal. Extremities exam normal. Reflexes 2+ symmetric. Gait normal.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,ultrasound-guided patient peritoneal serous fluid patient ultrasound-guided,7
patient children patient smooth oral bowel patient sulcus patient wound No nausea. No neck stiffness. No night sweats. No recent illness. No trauma. No fever. No vomiting. No vision changes. No weight loss. No focal deficits. Neurological exam normal. HEENT normal. No focal deficits noted. Extremities exam normal. Lungs clear bilaterally. Vital signs stable. Cranial nerves intact.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient children patient smooth oral bowel patient sulcus patient wound,10
patient patient submandibular purulence abscess peroxide saline patient No fever. No confusion. No palpitations. No dyspnea. No seizures. No trauma. No bleeding. No vision changes. No photophobia. No nausea. Blood pressure normal. Heart rate 72. Heart rate normal. Temperature 98.6F. Oxygen saturation 98%. Cranial nerves intact. Cardiovascular exam normal. Vital signs stable. Sensory exam intact. Gait normal.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient patient submandibular purulence abscess peroxide saline patient,8
patient 03/11/2008 3rd ventricular patient subdural patient head No recent illness. No weight loss. No chills. No seizures. No palpitations. No syncope. No night sweats. No neck stiffness. No trauma. No fever. Oxygen saturation 98%. Respiratory rate 16. Heart rate 72. Heart rate normal. Blood pressure normal. Reflexes 2+ symmetric. No focal deficits noted. Motor strength 5/5 throughout. Respiratory exam normal.,61,79,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient 03/11/2008 3rd ventricular patient subdural patient head,8
patient heart heart blood chest wall No photophobia. No trauma. No dyspnea. No chest pain. No seizures. No night sweats. No recent illness. No weight loss. No confusion. No chills. Blood pressure normal. Respiratory rate 16. Temperature 98.6F. Heart rate 72. Blood pressure 120/80. Extremities exam normal. Sensory exam intact. Respiratory exam normal. Vital signs stable. Abdominal exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient heart heart blood chest wall,6
 No fever. No seizures. No focal deficits. No chest pain. No weight loss. No nausea. No recent illness. No vomiting. No vision changes. No dyspnea. Oxygen saturation 98%. Temperature normal. Blood pressure normal. Blood pressure 120/80. Heart rate 72. Sensory exam intact. HEENT normal. No focal deficits noted. Skin exam normal. Extremities exam normal. Cardiovascular exam normal.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
 No confusion. No weight loss. No vision changes. No chest pain. No trauma. No focal deficits. No syncope. No recent illness. No chills. No palpitations. Temperature 98.6F. Oxygen saturation 98%. Heart rate 72. Respiratory rate 16. Temperature normal. Cardiovascular exam normal. Cranial nerves intact. Vital signs stable. Neurological exam normal. No focal deficits noted. Respiratory exam normal. Sensory exam intact.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
"taste fibromyalgia.,3 gastritis gastroesophageal disease.,4 patient patient No trauma. No focal deficits. No seizures. No recent illness. No vision changes. No syncope. No chills. No vomiting. No nausea. No confusion. Temperature 98.6F. Heart rate normal. Temperature normal. Blood pressure 120/80. Oxygen saturation 98%. Cardiovascular exam normal. Sensory exam intact. Gait normal. Lungs clear bilaterally. Neurological exam normal.",57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,"taste fibromyalgia.,3 gastritis gastroesophageal disease.,4 patient patient",7
patient synvisc vas patient patient sputum chest No focal deficits. No chest pain. No nausea. No neck stiffness. No dyspnea. No chills. No fever. No confusion. No weakness. No seizures. Temperature 98.6F. Heart rate 72. Blood pressure normal. Respiratory rate 16. Oxygen saturation 98%. Reflexes 2+ symmetric. Extremities exam normal. Cardiovascular exam normal. Gait normal. Motor strength 5/5 throughout.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient synvisc vas patient patient sputum chest,7
patient gentleman muscle leg stomach cd4 insulin alcohol tobacco blood No recent illness. No chest pain. No weight loss. No confusion. No dyspnea. No weakness. No neck stiffness. No palpitations. No syncope. No nausea. Temperature 98.6F. Blood pressure normal. Blood pressure 120/80. Oxygen saturation 98%. Respiratory rate 16. HEENT normal. No focal deficits noted. Sensory exam intact. Vital signs stable.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient gentleman muscle leg stomach cd4 insulin alcohol tobacco blood,10
patient gentleman muscle leg stomach cd4 insulin alcohol tobacco blood No confusion. No vision changes. No weight loss. No vomiting. No seizures. No nausea. No recent illness. No chest pain. No fever. No focal deficits. Blood pressure normal. Temperature 98.6F. Heart rate 72. Blood pressure 120/80. Cranial nerves intact. Vital signs stable. Abdominal exam normal. Respiratory exam normal. Gait normal.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient gentleman muscle leg stomach cd4 insulin alcohol tobacco blood,10
patient patient patient soft tissue spine myofascial spine spine patient No nausea. No chest pain. No night sweats. No vomiting. No trauma. No seizures. No bleeding. No weight loss. No neck stiffness. No palpitations. Temperature 98.6F. Respiratory rate 16. Heart rate normal. Blood pressure normal. Temperature normal. Motor strength 5/5 throughout. Skin exam normal. Neurological exam normal. Cranial nerves intact.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient patient patient soft tissue spine myofascial spine spine patient,10
abdominal biopsy No neck stiffness. No weight loss. No confusion. No syncope. No nausea. No dyspnea. No palpitations. No trauma. No weakness. No focal deficits. Blood pressure normal. Temperature 98.6F. Blood pressure 120/80. Temperature normal. Heart rate normal. Cardiovascular exam normal. Skin exam normal. Lungs clear bilaterally. Gait normal. Neurological exam normal. Motor strength 5/5 throughout. Reflexes 2+ symmetric.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,abdominal biopsy,2
"50-pack fvc fev1/fvc lung lung lung volume.,3 No vision changes. No seizures. No trauma. No palpitations. No confusion. No chills. No bleeding. No nausea. No photophobia. No fever. Blood pressure normal. Heart rate 72. Heart rate normal. Respiratory rate 16. Temperature 98.6F. Reflexes 2+ symmetric. Abdominal exam normal. HEENT normal. Respiratory exam normal. Neurological exam normal. Vital signs stable.",59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,"50-pack fvc fev1/fvc lung lung lung volume.,3",7
patient patient patient soft tissue spine myofascial spine spine patient No dyspnea. No neck stiffness. No photophobia. No seizures. No weakness. No trauma. No confusion. No syncope. No bleeding. No fever. Oxygen saturation 98%. Heart rate normal. Blood pressure normal. Temperature normal. Respiratory rate 16. Respiratory exam normal. Neurological exam normal. Vital signs stable. Lungs clear bilaterally. Cardiovascular exam normal.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient patient patient soft tissue spine myofascial spine spine patient,10
bender-gestalt patient patient No chills. No nausea. No seizures. No vomiting. No recent illness. No dyspnea. No bleeding. No weight loss. No syncope. No vision changes. Oxygen saturation 98%. Blood pressure 120/80. Blood pressure normal. Temperature normal. Respiratory rate 16. Cardiovascular exam normal. Extremities exam normal. Skin exam normal. HEENT normal. Lungs clear bilaterally. Cranial nerves intact.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,bender-gestalt patient patient,3
skull skull skull cranial suture No fever. No night sweats. No syncope. No photophobia. No neck stiffness. No vomiting. No palpitations. No weakness. No chills. No trauma. Temperature 98.6F. Heart rate normal. Blood pressure normal. Blood pressure 120/80. Oxygen saturation 98%. Reflexes 2+ symmetric. Extremities exam normal. No focal deficits noted. Motor strength 5/5 throughout. Skin exam normal. Sensory exam intact.,61,79,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,skull skull skull cranial suture,5
betadine xylocaine epinephrine small midline lateral midline dura bloody skin No weight loss. No photophobia. No fever. No dyspnea. No palpitations. No night sweats. No vision changes. No recent illness. No chills. No vomiting. Temperature normal. Temperature 98.6F. Blood pressure 120/80. Respiratory rate 16. Blood pressure normal. Motor strength 5/5 throughout. Sensory exam intact. Lungs clear bilaterally. HEENT normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,betadine xylocaine epinephrine small midline lateral midline dura bloody skin,10
patient granulation tissue border medial man ingrown nail No recent illness. No weakness. No vomiting. No syncope. No confusion. No nausea. No photophobia. No dyspnea. No palpitations. No focal deficits. Blood pressure 120/80. Respiratory rate 16. Temperature normal. Heart rate normal. Heart rate 72. HEENT normal. Reflexes 2+ symmetric. Cardiovascular exam normal. Sensory exam intact. Abdominal exam normal.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient granulation tissue border medial man ingrown nail,8
alpha alpha eye patient patient No vision changes. No nausea. No neck stiffness. No dyspnea. No focal deficits. No night sweats. No confusion. No weakness. No syncope. No weight loss. Blood pressure 120/80. Heart rate normal. Blood pressure normal. Oxygen saturation 98%. Respiratory rate 16. Neurological exam normal. Skin exam normal. Cardiovascular exam normal. No focal deficits noted. Sensory exam intact.,61,79,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,alpha alpha eye patient patient,5
brain cervical patient 12/11/06 neuromuscular patient patient No neck stiffness. No recent illness. No vomiting. No photophobia. No focal deficits. No dyspnea. No weakness. No night sweats. No confusion. No bleeding. Oxygen saturation 98%. Respiratory rate 16. Blood pressure normal. Heart rate normal. Temperature normal. Vital signs stable. Cardiovascular exam normal. Abdominal exam normal. Skin exam normal. HEENT normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,brain cervical patient 12/11/06 neuromuscular patient patient,7
sesamoid bone left foot '' bony tissue marrow tissue No recent illness. No dyspnea. No fever. No neck stiffness. No vision changes. No chest pain. No vomiting. No trauma. No syncope. No weight loss. Oxygen saturation 98%. Temperature 98.6F. Blood pressure 120/80. Heart rate normal. Temperature normal. Abdominal exam normal. Lungs clear bilaterally. Cranial nerves intact. Gait normal.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,sesamoid bone left foot '' bony tissue marrow tissue,9
hand zoloft 300.03 tablet tablet one-half a.m. ocd tablet No vomiting. No weight loss. No weakness. No chills. No syncope. No dyspnea. No palpitations. No confusion. No photophobia. No bleeding. Heart rate 72. Temperature normal. Respiratory rate 16. Heart rate normal. Blood pressure normal. Gait normal. Cranial nerves intact. No focal deficits noted. Motor strength 5/5 throughout. Extremities exam normal.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,hand zoloft 300.03 tablet tablet one-half a.m. ocd tablet,9
